GeneSym,protein
ZNF233,353355
ZNF234,10780
ZNF235,9310
ZNF239,8187
ZNF25,219749
ZNF250,58500
ZNF256,10172
ZNF26,7574
ZNF260,339324
ZNF263,10127
ZNF264,9422
ZNF266,10781
ZNF267,10308
ZNF274,10782
ZNF277,11179
ZNF280A,129025
ZNF280C,55609
ZNF282,8427
ZNF292,23036
ZNF30,90075
ZNF302,55900
ZNF317,57693
ZNF320,162967
ZNF330,27309
ZNF331,55422
ZNF337,26152
ZNF34,80778
ZNF343,79175
ZNF346,23567
ZNF347,84671
ZNF35,7584
ZNF350,59348
ZNF354A,6940
ZNF354C,30832
ZNF362,149076
ZNF366,167465
ZNF385B,151126
ZNF385C,201181
ZNF394,84124
ZNF396,252884
ZNF398,57541
ZNF408,79797
ZNF410,57862
ZNF417,147687
ZNF419,79744
ZNF425,155054
ZNF44,51710
ZNF440,126070
ZNF441,126068
ZNF442,79973
ZNF444,55311
ZNF446,55663
ZNF449,203523
ZNF45,7596
ZNF460,10794
ZNF467,168544
ZNF468,90333
ZNF471,57573
ZNF480,147657
ZNF485,220992
ZNF490,57474
ZNF491,126069
ZNF493,284443
ZNF496,84838
ZNF512,84450
ZNF512B,57473
ZNF518A,9849
ZNF524,147807
ZNF526,116115
ZNF527,84503
ZNF529,57711
ZNF541,84215
ZNF544,27300
ZNF548,147694
ZNF551,90233
ZNF552,79818
ZNF555,148254
ZNF559,84527
ZNF563,147837
ZNF564,163050
ZNF565,147929
ZNF566,84924
ZNF567,163081
ZNF577,84765
ZNF579,163033
ZNF580,51157
ZNF585A,199704
ZNF586,54807
ZNF587,84914
ZNF587B,100293516
ZNF592,9640
ZNF594,84622
ZNF599,148103
ZNF600,162966
ZNF611,81856
ZNF614,80110
ZNF615,284370
ZNF619,285267
ZNF620,253639
ZNF622,90441
ZNF625,90589
ZNF626,199777
ZNF627,199692
ZNF644,84146
ZNF645,158506
ZNF649,65251
ZNF653,115950
ZNF655,79027
ZNF662,389114
ZNF671,79891
ZNF677,342926
ZNF687,57592
ZNF688,146542
ZNF692,55657
ZNF695,57116
ZNF696,79943
ZNF70,7621
ZNF700,90592
ZNF701,55762
ZNF709,163051
ZNF71,58491
ZNF718,255403
ZNF720,124411
ZNF74,7625
ZNF746,155061
ZNF747,65988
ZNF750,79755
ZNF75A,7627
ZNF75D,7626
ZNF76,7629
ZNF763,284390
ZNF766,90321
ZNF770,54989
ZNF775,285971
ZNF777,27153
ZNF778,197320
ZNF781,163115
ZNF784,147808
ZNF786,136051
ZNF792,126375
ZNF81,347344
ZNF823,55552
ZNF829,374899
ZNF835,90485
ZNF839,55778
ZNF84,7637
ZNF85,7639
ZNF865,100507290
ZNF883,169834
ZNF90,7643
ZNF92,168374
ZNFX1,57169
ZNHIT1,10467
ZNHIT2,741
ZNHIT3,9326
ZNRF2,223082
ZNRF3,84133
ZP2,7783
ZP4,57829
ZPR1,8882
ZRANB1,54764
ZSCAN1,284312
ZSCAN16,80345
ZSCAN2,54993
ZSCAN23,222696
ZSCAN25,221785
ZSWIM2,151112
ZUFSP,221302
ZW10,9183
ZWILCH,55055
ZXDA,7789
ZYG11B,79699
ZZEF1,23140
ZZZ3,26009
